,Salario,Nota_Performance,Engajamento,Tempo_Rampa_Dias,Faltas_Ano,Horas_Extras,Meses_ate_Promocao,Idade,Custo_Saude_Anual,Gasto_Treinamento
36,6417.727190009511,3.962286120013589,2,70.28336017567656,6,0.7764234181275831,33,58,3015.6460401545623,631.2639364036901
37,2080.659752240449,7.279681472154142,1,16.3495652489623,1,28.429501417745808,50,22,1304.455056188415,2664.0056597135404
38,3343.627902203139,6.007320302847418,3,10.315923175721542,1,1.7993495885573405,68,22,5440.119590822347,3480.9530526548065
39,6393.722471738247,8.278650002194336,4,22.642402047854635,4,9.122235372746518,24,41,1944.3121196617192,1033.261806191682
40,7476.933159990821,5.811218892350949,3,26.094709080409718,5,6.353897063022736,52,40,3524.587061220548,1799.9822250912455
41,6342.7365623799415,6.827895337799651,3,52.738948621601914,5,5.120448667134439,19,50,2992.8522496255914,2290.2648147597065
42,5768.703435223519,7.757480918470685,5,22.063325065035258,0,27.611039244105925,43,31,4923.893025297335,4637.889610952224
43,5397.792608821423,8.298632791255182,3,17.61114561732919,5,0.2647805922600184,58,39,8899.446961988517,4969.647569403338
44,3042.956019265145,5.199555389416336,4,10.076311303494313,3,13.080220569992274,66,49,1563.7119949996816,702.1008454802713
45,4560.311583210583,6.498248146238577,4,4.696368361551433,7,39.6906597536204,41,56,2154.9936574691533,3924.5356557292644
46,5078.722458080425,6.287582033258566,3,7.416306342059076,3,9.856354323370224,45,52,3276.5497653015036,2172.7582988105446
47,8114.244452437832,6.020006151139432,4,7.372310725457293,3,33.14167743502943,35,48,1715.2658140820286,2266.06183803266
48,6687.236579136923,9.648181360421646,5,20.302445546360136,3,0.6440740595498886,14,32,4407.6251294047415,3894.1923800616023
49,2473.919689274532,7.607472566441434,5,5.727438214600897,4,6.511786227567553,69,59,4544.560540049538,4632.918944654339
50,6648.16793878959,5.108674068497432,2,23.96325521578498,4,3.6158201586082646,38,26,3943.1080559253132,4779.178675261468
51,5229.835439167367,8.376792920582163,5,80.61816178095891,3,15.748542756877685,57,29,3355.2812481262154,3097.0516371724434
52,4646.155999388083,10.0,3,53.77686057071257,3,47.74891414610019,19,55,5912.679483666255,2107.0452168522625
53,7223.352577681736,8.54869789082672,3,20.14613248177316,3,3.557123371003817,58,33,1672.688111908436,4043.9708863645064
54,8061.999044991902,4.72094505106898,3,115.27718961071838,2,12.74185511796038,64,59,3079.8436068179867,1629.5062246803511
55,7862.560238232397,6.273648890700623,5,26.16438352458891,4,2.6492209816113554,46,22,2060.282865352407,3038.33312975083
56,4321.564953554723,8.900366723779934,3,29.035427453620617,1,9.9980249057755,13,52,4651.561116804082,2113.6030768619294
57,5381.575248297571,5.938495801571829,3,22.307377651148702,0,7.481942018067862,7,25,1191.9303536195491,3454.8398316854423
58,6662.526862807128,7.665729142219343,4,24.3710844126134,7,42.90889357089738,46,26,2939.392091057965,1581.795108020781
59,7951.090254244718,8.161951080144005,3,15.884117787421266,1,11.2540731364528,60,51,3524.942290189741,1362.168255806716
60,5041.65152430942,5.609604292632875,2,20.380320748015883,1,5.160285321034927,21,45,1856.1392407966891,4632.075890039467
61,5628.682046672366,6.9107119659073,2,66.89867177777455,1,1.453757322907442,67,24,2179.618158716165,958.1165732729161
62,3787.3300519879435,2.138098989896391,2,57.726596544016324,3,1.9678423646572354,53,32,3003.968391483586,2776.8105848071923
63,3607.5867518386585,5.463418537998566,2,2.507991660474104,1,3.0636153016905876,35,25,4805.652891612674,1493.83752333354
64,7625.0516447883965,6.62114777291026,2,6.449160122929129,3,3.467661426736438,17,47,1778.5707756027223,675.1848349655036
65,8712.480057141645,5.128325227052725,4,12.76013401189192,6,22.814825931157326,40,48,1940.6437556312426,662.0846823114188
66,5855.979756839332,9.448616955897453,2,47.84932376632371,1,9.885161821401535,16,48,5233.281957177034,1288.4979744762231
67,8007.0657957840485,4.85478793305905,3,58.59254608077711,2,8.892703737425322,69,27,2600.6385760856047,4400.466595277001
68,6723.272050095268,6.339933269954525,5,41.740914264905975,3,1.4628780760955749,55,36,2020.7630772522978,1771.15434789662
69,4709.760490789751,7.196110865929137,3,8.890433786247465,3,23.60533396986105,26,51,4291.288852451999,4777.066267588831
70,6722.791211016828,9.161909933599173,4,16.156216505955747,7,15.396811342486327,53,58,2335.3136846092075,3117.300318451371
71,9076.073132931939,4.846206773230841,2,35.72456938447117,5,0.8408003126341956,25,58,4982.618164290657,2464.7638539594473
72,5928.347921780097,8.74474562823244,2,20.628927029048533,2,14.765242807229452,49,58,2139.098615366118,3110.399756012546
73,9129.287311628013,7.015349591529381,1,18.42141871595528,1,9.411003607408606,38,56,2752.3289387913014,2825.1427335182047
74,1500.0,5.527737023428074,2,18.641163488640675,7,1.0231049456360193,66,44,4781.3864354867965,3914.493141907963
75,7643.805008750448,7.693155211394906,3,54.84109219345398,5,7.35652944728043,14,27,2662.0973390289873,1771.232296877835
76,6174.094136476342,7.298589543360205,2,38.333984063209904,3,7.955985820979221,40,25,4350.415605613713,2088.7267622013605
77,5401.985299068265,6.099674684261808,2,19.471990152068265,2,2.1750189314617976,70,39,2884.8442651736564,4523.424361399628
78,6183.521553071005,7.1047031274850285,2,31.862280072502386,3,34.95836312879395,13,30,8029.245988364244,4759.054309176825
79,2024.8621707982143,6.42202960470736,3,7.755976215318471,2,22.76346969881622,50,50,6531.482999342801,4516.512023689135
80,5560.656224324976,7.170276017876872,3,16.182245414265168,4,13.268452683122614,52,34,1534.4877159521263,2387.515972807911
81,6714.225143023493,7.99319601178157,3,51.31283171096164,3,7.445354876026628,45,38,3870.433675599907,4011.6447635309673
82,8955.788089483032,9.379025224218028,4,5.348327740500333,3,6.367556061082128,59,53,1981.8737348841075,2643.5107998549447
83,4963.459563452705,5.143276751759727,4,38.667345396394644,6,12.631288011768703,51,43,3280.507678384793,2738.92933465746
84,4383.012794213625,10.0,1,2.472459094127238,1,9.460889691645509,52,25,3084.624819919238,1421.0604907577776
85,4996.485912830927,4.071868300716247,4,74.34258227555218,4,0.7715583603255187,20,26,1758.6583416589945,3160.086364663324
86,7830.804235404148,6.772322357446625,4,15.862740868061438,2,8.621645063208426,24,58,5060.60981473077,1337.6115398900656
87,6657.502219319369,7.882475809726865,2,33.55314896424152,2,19.703757460417588,31,34,3299.913291428054,1992.041145802372
88,4940.479592465923,7.421487801602549,5,27.277890065411043,3,7.377353941586761,57,55,2585.4593829606156,4347.6359072897085
89,7026.534866226712,6.065950720269109,5,28.024995344508884,3,0.640259682101392,27,43,2394.536799187533,1431.8411414488485
90,6194.155098696081,6.687816624464087,2,31.44681448086728,1,18.516961281734844,26,44,3196.745323771434,820.2122832804477
91,7937.289981065778,6.2604985980117505,3,4.353727177506828,3,2.6981968042304882,56,24,3655.4062267481827,810.5341667576733
92,4595.8938122452955,6.115952864583683,4,28.456916643797317,2,3.5909170889804427,43,55,2800.384776276775,4733.530342263985
93,5344.6757068044635,8.274403145531537,4,21.60374732848238,4,2.1596633210088196,25,53,723.2393471524794,2781.1419708282556
94,5215.783693735685,7.535523228947571,2,15.93663001089924,6,4.8095833256605705,34,42,3006.2398517203083,2342.3543231765825
95,3072.9701037357627,5.960635607109019,3,12.754099009557077,5,16.964060973798194,56,42,1449.9131965800345,4148.953614535632
96,6592.240554129152,8.349399813149876,3,28.987536404757698,5,8.792286402288514,9,32,2684.5642873310658,4261.216675597322
97,6522.110544359779,7.460949281314914,3,10.436948738212884,3,2.751166017445061,60,25,1476.9255447319229,1994.8596490202208
98,6010.2269132849215,8.21929317825844,4,50.6943991747402,3,25.228108815185852,33,22,1468.1394274043967,3621.2812586320783
99,5530.825733249706,7.944443262885418,3,35.313975954826475,0,25.401420612958013,9,49,5527.8869288283295,3970.05267133349
100,3169.2585158991715,5.7565074836168915,3,30.292972890174124,3,24.53616216122924,27,45,2540.088011293431,3445.9280908967953
101,5158.709354469282,6.159728439704546,4,49.26650711830352,4,3.274249996883049,50,56,2444.678548083272,1182.1778366004473
102,5314.570966946461,8.120940407684893,1,3.6111388836809755,6,7.201114757187517,71,34,3794.3258196394645,4441.473875826757
103,4395.445461556762,7.915555398150198,3,7.506108616755269,2,50.388188699159414,39,55,2476.755554392118,2925.925487312039
104,5677.428576667981,6.968647609053778,4,36.42397265578774,1,17.741572466193343,60,32,8534.764529726355,1771.1259186650166
105,6808.101713629077,7.175991074963173,5,13.41505673326942,2,0.3305193436425783,6,57,2600.5808935134046,2413.5268344696224
106,9772.371802421061,8.916497343682638,4,14.929370775632103,2,0.8091310538293262,43,38,3578.0123152211213,669.0699067950832
107,6349.155625663678,6.112642916746255,4,6.455837386459568,1,7.4819171732527545,11,56,4843.87677512619,1075.400605500879
108,6515.100781445529,7.820646071755057,2,10.464009314874827,2,28.79182259584417,30,39,6641.722442376522,3944.960377321374
109,5851.108168467666,6.6967110213491585,3,51.45785476226161,5,9.284527032047047,22,43,2056.9856885097706,500.05235639914764
110,2162.457569401917,6.67347819515917,4,35.82153631963039,6,8.265380868586705,66,45,2418.779246014941,2374.546228170315
111,5946.972249101566,8.648165277980786,3,28.752875570581864,4,1.337531694199253,17,40,5638.063517911871,2851.295814885148
112,6120.4604198820525,8.238124523482044,3,15.42753336469765,2,12.832607317571549,11,58,4469.496994255284,745.8548900043753
113,10926.484224970573,8.220264454000958,3,27.437923480493414,5,20.718617407562395,32,42,5103.0208548312385,4878.851733375498
114,5615.278070437755,8.958218210731493,1,54.51296865594985,4,5.744561543606211,13,29,1503.6454342611528,1517.5639906235238
115,6603.094684667225,7.031505762449139,3,13.705710307910795,3,17.93253502006046,70,49,6463.975933028408,1868.8942383632639
116,5930.576460589514,8.022929456942446,3,24.328553335051534,4,40.05078194462518,62,26,2037.127952328859,1867.741305147623
117,3662.643924760936,6.534599865109816,3,77.35960933322174,0,2.7343529173609573,45,38,3281.7972358391444,1536.8749795280746
118,8285.645629030041,7.486249528732663,2,41.36268328725727,2,8.891160932425628,19,58,2768.0228207774953,506.6321993884014
119,7503.866065373548,6.804785418448473,5,15.613145902740053,2,4.0616084026686465,40,57,1921.3024256203198,3782.0515733959837
120,7582.063894086094,7.1454939474890775,4,39.07799716148593,3,18.892001318609687,53,40,1471.050599869392,4850.804749096784
121,4181.225090410522,7.89273553815537,4,5.254705411928717,5,10.341442091275738,61,48,1246.4763649884796,1509.3206747827028
122,8805.588621872199,5.7726689751497915,4,23.586127057562344,3,12.080574213999311,54,55,3163.7370007083705,3483.712363115401
123,3196.2978744154384,10.0,3,39.048326687052295,5,19.188752633412797,18,32,1390.3912410250189,3838.533471314218
124,7173.714187600541,5.4909739277504475,2,33.10890180723993,2,6.0495863510613646,66,33,1691.0284996067003,4317.914205907362
125,10380.911251619957,5.1787170808184015,4,38.78597559665318,4,29.593970551355586,54,42,2673.0677474072654,2401.831386561241
126,4018.927349738623,8.737166310250101,4,44.8755265706203,5,9.137854049464574,51,32,796.7936603654306,1863.1890753819316
127,4867.404540794456,8.187494040944404,4,34.98787888744136,2,2.0630593390718204,67,49,4400.572196111127,1963.82810310364
128,6199.302730175283,7.936179725578233,3,34.276503423840005,1,14.284749413956655,13,26,893.419215032665,3706.795998943308
129,4993.048691767602,7.94251826389642,2,29.241380742504298,0,18.91559815108746,48,38,2867.838256858234,4175.507599275363
130,2898.6731378677346,6.981629840729628,3,9.365160085969832,4,4.570938537548524,25,41,3003.4280940880644,1317.262854904712
131,6137.125949612055,5.654118442771253,3,51.44253546697607,3,23.353979766160347,44,33,3901.166383477301,2169.2345367099433
132,3875.39257254779,7.113706837290589,4,24.241814157739952,4,28.391827752374,54,27,2919.4765012768935,4558.730885371175
133,6947.184861270363,5.984257432731832,4,40.65562807675966,1,3.8905675148455727,69,38,8175.964593689003,4130.120838626326
134,4161.151531532394,8.462679600126627,3,47.92714259059604,1,49.26836546738086,67,40,3321.4557369195772,4931.862812431141
135,9099.86881003508,6.779413927746792,5,16.279209817111123,2,1.819807084566066,59,47,5048.29680790853,3894.1171685693635
136,4433.493415327526,5.761754204811233,4,17.49465269586621,2,2.7079957957761094,14,53,2076.14605439286,2269.3784046256505
137,5355.876967588649,6.51792123752051,3,19.478127014007594,1,2.4433980032108606,42,27,3166.4881165855654,3157.87025297587
138,7627.034434739339,7.6193971814134365,2,58.05438590317897,2,26.93062937020959,54,57,6462.587429800801,3474.5641441129414
139,3538.2713671320894,6.154413170794038,2,11.369509012367299,5,12.74594866241644,46,59,2646.92121435064,853.0511734270578
140,6454.919869208259,5.766669406650353,3,64.79306465687512,2,1.9799715150036454,22,32,3281.7017140446987,2950.236315967393
141,8614.285508564855,7.365530817237868,2,29.002703569479994,3,6.964754338678463,26,54,4867.942900940575,3691.9437281267433
142,2785.0335308775448,7.367449856663084,2,30.536181010678575,4,11.463436026575542,56,45,2056.7559519451784,1252.9458680047717
143,6369.267717064608,6.239585236943306,3,46.48783400581953,2,1.0458483040038882,64,44,1011.5305242255861,4012.842728415007
144,6519.765588496847,6.2934425415725155,2,26.62751561983875,2,25.687265284107276,44,36,3387.294593878926,3126.9775123135023
145,7563.645743554621,7.348074906036454,5,51.82970336339861,2,19.531438613443296,60,48,4887.003359368184,4784.998035639176
146,3526.098578243836,4.8278734877540135,2,16.26112252560707,5,8.443383936982034,46,32,1516.6771230230213,690.9003419310127
147,3359.0867738314473,4.888804338435167,4,63.427837007941946,3,40.98110307660105,44,38,4167.659760064281,1693.9676189996014
148,7043.883131233795,5.922333668121346,3,17.32719334377029,2,6.490490724352737,18,35,4181.742035771248,3206.9924568492083
149,6593.969346466372,6.6798292724322295,5,65.02742888529288,4,49.70502451741409,69,48,956.4723399140364,1834.519604926688
150,6500.985700691753,7.466361348397007,2,17.713977119809773,7,13.228552459616267,16,39,1866.5660480960112,3714.90873832059
151,6692.896418993952,9.213034325424328,3,19.930648924537707,1,12.083492513922252,24,49,2445.697432339923,3915.5237713486895
152,4639.950556843019,8.286489434803029,5,10.1606917071935,7,2.1776135484796173,16,25,2724.9026995764007,961.321838299135
153,6464.507394322007,6.7600922050548595,5,12.884450061222738,3,25.63750348905667,51,28,2055.825742965226,2812.345088930455
154,6586.144946597363,6.971475688145967,4,24.33432729439979,1,6.692694376202703,50,56,2001.1926327855936,2790.0075001597515
155,4571.297163947264,5.496205953043287,3,29.815360486726995,2,2.1241889337922126,6,30,6875.649876725563,2161.7634659699347
156,9731.549022289513,6.972230296011415,2,49.31618164176081,1,0.15225202947522748,45,29,2824.87793577145,4698.161881563525
157,6947.665841823575,6.567012041619792,4,21.080863240422016,4,9.845105300566509,24,38,2105.857801849788,4223.778439429496
158,3617.3930055947026,7.484077840507134,5,33.16058418966711,3,8.994061375902037,66,38,2920.2229980563384,3637.4422185933654
159,7313.1072172676595,5.759153584671516,4,28.363849434428325,2,15.24791813696513,17,54,3899.273046969844,3714.469860807489
160,4050.6366595453574,7.779019771361758,4,35.800210647554756,1,26.515483268825136,66,53,3058.9077548130504,2577.722647159036
161,7574.169207484904,9.299108369503866,3,14.572161791776633,2,0.9928416021665939,38,29,2689.568913599049,4644.475344934592
162,8317.191158014808,6.8368597773147135,4,16.06264833628574,3,15.77869552512711,50,40,2153.805735081646,3625.679422639784
163,4358.635363296579,7.602567583148412,2,14.576930319589438,3,2.4903719298632296,13,59,2140.7993734570605,3780.414777451174
164,7926.752258488644,8.03521598756667,3,55.81738817442853,1,23.4381102308227,30,24,2210.7692409074666,4377.609067043053
165,6825.561853872997,6.398169292171246,3,63.830584147222424,7,20.51531057533205,51,26,3531.250372584385,1733.3221520398595
166,7644.120319988981,7.336138722715625,4,15.496294389291766,2,9.339070011589206,35,34,1813.311396878593,4131.8190674001635
167,9793.585965307895,7.0188886011726925,3,15.758530113325003,3,14.864543319744751,52,52,3628.717691191799,1378.5827133042142
168,5509.223767994259,7.146514147823248,2,39.36879772584259,4,4.528657807336757,54,37,6042.042390015892,2054.038785101995
169,4492.527671285021,5.8404853242168,4,68.53594630120176,3,7.645011441473539,52,53,3508.183562356606,2010.2470442142921
170,4220.971140748953,7.036765261388414,3,78.39539439021945,6,20.687206871507552,23,43,2478.0004295671456,4903.364607751132
171,4368.379430069123,7.746997436868175,4,14.911925098601731,5,7.37791582108899,71,50,1557.654678038416,4354.417506865671
172,5845.796581171791,9.176715411692562,2,18.218675907660387,2,5.314233554238675,38,43,6562.017654656316,3655.264377156169
173,6682.303949633288,8.43890623912781,3,30.95440741461633,1,8.179662649018372,41,24,1660.6945122057166,3771.7554272692555
174,6553.381598660038,10.0,4,32.052134509819396,5,21.140531943209087,24,31,4556.367650641327,3029.32757481157
175,7654.366498072048,5.848978655667926,2,21.727599125816546,3,4.899373685572004,33,42,4102.1189255334075,4761.908001988336
176,6026.003783755814,8.308480955081016,3,12.508506953118701,5,2.290463027295547,45,37,2648.147713428715,2733.164387970627
177,8907.068154314635,7.2750130086075275,2,24.36397026638601,1,14.938121780823403,20,33,2613.669882907926,2212.3296944145254
178,5470.686333524088,10.0,2,78.34065169765786,3,20.982897279418776,46,23,1190.5186874877559,1233.6590161921595
179,11440.338333179237,5.787552571967273,5,16.256429565257577,3,1.272828913177061,44,45,3515.8356013135085,4037.925435174761
180,7251.334695530012,5.740417236728836,3,29.58886324054272,3,3.2912546196976233,7,56,4064.163282362546,3804.9976943401616
181,4285.684887167435,6.1009110318339665,4,112.80436241578502,2,1.8374224087300217,68,51,1729.2791803809143,2229.5976733586067
182,3858.2150038777754,3.8141564135352897,3,16.064496658596774,1,5.131450338672674,34,51,2757.5262286589723,613.3703628165322
183,6964.944830486371,6.211367467478858,4,40.66609420265983,4,7.181704175042546,71,56,3037.927922326571,4275.487974731048
184,5553.0744293482985,5.861301007669454,4,80.52314833210053,1,16.579328333805872,56,40,3992.9529104755384,551.3809255433314
185,7428.000988184184,7.225590679714312,4,38.27102291235443,7,12.63727590642602,15,29,2986.6317848757353,3666.6490083307294
186,6946.47524914709,7.512633963665739,3,53.202545620059915,2,11.640367384187172,19,47,1321.9197604824053,4866.156993767257
187,5854.342174686254,9.814256258823828,3,44.49221398620438,3,5.213320456883652,56,28,2287.0798662840507,2469.475976666916
188,4306.41256386319,8.425635757279075,3,36.16612752406927,3,22.100038140411698,44,51,3335.283268069283,1557.3803224817875
189,2970.305550628271,6.134644516506396,5,62.45346961287984,6,7.647718128527114,33,28,4540.371750348813,3671.919545195218
190,5106.970095865958,5.652377992977463,4,39.78381304073114,2,46.418908999138694,8,24,2188.9597179110915,4177.076639070134
191,7712.797588646945,7.737878757259758,5,21.901406046863162,1,12.06612452411727,32,22,8900.163597341107,2958.936422350313
192,6428.187488260408,5.019650189469036,2,27.950081836101116,5,1.619734286172303,7,57,1156.0490343395911,4851.658738652658
193,3508.522442576024,9.74718814878153,4,32.84049191540748,2,13.530719334129063,43,46,2248.795261510674,732.509247460825
194,6346.361851702364,8.769160181081931,5,18.13041568660207,6,4.718360363035323,8,58,2859.732014653641,2771.5801923703766
195,6770.634759457674,6.296236521842943,2,28.886214971038843,3,13.912858368298636,21,22,2696.272164668697,3733.042762951475
196,4232.285127597734,4.430298206363684,2,25.91006474398025,4,0.8662188608345318,45,36,1609.9024001120838,4381.882120171305
197,6307.450211891056,9.030808561248119,4,39.698730284258986,2,2.306738285509458,7,58,3729.1323583453272,1306.6502535850552
198,6116.417436891999,6.828190232121073,4,94.64598604965495,0,23.233428612217566,46,34,3588.7061967804057,4100.015667936566
199,3714.0594043387537,8.856724467960193,4,30.146929700751496,3,3.0925025196814184,17,29,3053.307544960529,2987.1818407334536
